unique_sample_id	raw_image_id	experiment_type	replicate	timepoint	animal_id	image_id	image_type	treatment	is_control	raw_image_path	curated_image_id	curated_image_path	segmentation_path	notes
R3-D2-A4-I1-PRI	CF_R3_D2_4_0001	constant_fed	R3	D2	4	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_4_0001.tif	NA	NA	NA	NA
R3-D2-A5-I0-PRI	CF_R3_D2_5	constant_fed	R3	D2	5	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_5.tif	NA	NA	NA	NA
R3-D2-A5-I1-PRI	CF_R3_D2_5_0001	constant_fed	R3	D2	5	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_5_0001.tif	NA	NA	NA	NA
R3-D2-A6-I0-PRI	CF_R3_D2_6	constant_fed	R3	D2	6	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_6.tif	NA	NA	NA	NA
R3-D2-A6-I1-PRI	CF_R3_D2_6_0001	constant_fed	R3	D2	6	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_6_0001.tif	NA	NA	NA	NA
R3-D2-A7-I0-PRI	CF_R3_D2_7	constant_fed	R3	D2	7	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_7.tif	NA	NA	NA	NA
R3-D2-A7-I1-PRI	CF_R3_D2_7_0001	constant_fed	R3	D2	7	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_7_0001.tif	NA	NA	NA	NA
R3-D2-A8-I0-PRI	CF_R3_D2_8	constant_fed	R3	D2	8	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_8.tif	NA	NA	NA	NA
R3-D2-A8-I1-PRI	CF_R3_D2_8_0001	constant_fed	R3	D2	8	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_8_0001.tif	NA	NA	NA	NA
R3-D2-A9-I0-PRI	CF_R3_D2_9	constant_fed	R3	D2	9	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_9.tif	NA	NA	NA	NA
R3-D2-A9-I1-PRI	CF_R3_D2_9_0001	constant_fed	R3	D2	9	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_9_0001.tif	NA	NA	NA	NA
R3-D3-A1-I0-PRI	CF_R3_D3_1	constant_fed	R3	D3	1	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_1.tif	NA	NA	NA	NA
R3-D3-A1-I1-PRI	CF_R3_D3_1_0001	constant_fed	R3	D3	1	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_1_0001.tif	NA	NA	NA	NA
R3-D3-A10-I0-PRI	CF_R3_D3_10	constant_fed	R3	D3	10	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_10.tif	NA	NA	NA	NA
R3-D3-A10-I1-PRI	CF_R3_D3_10_0001	constant_fed	R3	D3	10	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_10_0001.tif	NA	NA	NA	NA
R3-D3-A2-I0-PRI	CF_R3_D3_2	constant_fed	R3	D3	2	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_2.tif	NA	NA	NA	NA
R3-D3-A3-I0-PRI	CF_R3_D3_3	constant_fed	R3	D3	3	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_3.tif	NA	NA	NA	NA
R3-D3-A3-I1-PRI	CF_R3_D3_3_0001	constant_fed	R3	D3	3	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_3_0001.tif	NA	NA	NA	NA
R3-D3-A4-I0-PRI	CF_R3_D3_4	constant_fed	R3	D3	4	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_4.tif	NA	NA	NA	NA
R3-D3-A4-I1-PRI	CF_R3_D3_4_0001	constant_fed	R3	D3	4	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_4_0001.tif	NA	NA	NA	NA
R3-D3-A5-I0-PRI	CF_R3_D3_5	constant_fed	R3	D3	5	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_5.tif	NA	NA	NA	NA
R3-D3-A5-I1-PRI	CF_R3_D3_5_0001	constant_fed	R3	D3	5	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_5_0001.tif	NA	NA	NA	NA
R3-D3-A6-I0-PRI	CF_R3_D3_6	constant_fed	R3	D3	6	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_6.tif	NA	NA	NA	NA
R3-D3-A6-I1-PRI	CF_R3_D3_6_0001	constant_fed	R3	D3	6	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_6_0001.tif	NA	NA	NA	NA
R3-D3-A6-I2-PRI	CF_R3_D3_6_0002	constant_fed	R3	D3	6	2	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_6_0002.tif	NA	NA	NA	NA
R3-D3-A7-I0-PRI	CF_R3_D3_7	constant_fed	R3	D3	7	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_7.tif	NA	NA	NA	NA
R3-D3-A7-I1-PRI	CF_R3_D3_7_0001	constant_fed	R3	D3	7	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_7_0001.tif	NA	NA	NA	NA
R3-D3-A8-I0-PRI	CF_R3_D3_8	constant_fed	R3	D3	8	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_8.tif	NA	NA	NA	NA
R3-D3-A8-I1-PRI	CF_R3_D3_8_0001	constant_fed	R3	D3	8	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_8_0001.tif	NA	NA	NA	NA
R3-D3-A8-I2-PRI	CF_R3_D3_8_0002	constant_fed	R3	D3	8	2	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_8_0002.tif	NA	NA	NA	NA
R3-D3-A9-I0-PRI	CF_R3_D3_9	constant_fed	R3	D3	9	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D3_9.tif	NA	NA	NA	NA
R1-T20-AZD8055-A1-I0-PRI	R1_T20_AZD8055_1	inhibitor	R1	T20	1	0	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_1.tif	NA	NA	NA	NA
R1-T20-U0126-A1-I0-PRI	R1_T20_U0126_1	inhibitor	R1	T20	1	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_1.tif	NA	NA	NA	NA
R1-T20-ZVAD-A1-I0-PRI	R1_T20_ZVAD_1	inhibitor	R1	T20	1	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_1.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A1-I0-PRI	R1_T20_ZVAD_dmso_1	inhibitor	R1	T20	1	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_1.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A1-I0-PRI	R1_T20_staurosporine_1	inhibitor	R1	T20	1	0	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_1.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A1-I0-PRI	R1_T20_staurosporine_dmso_1	inhibitor	R1	T20	1	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_1.tif	NA	NA	NA	NA
R1-T20-QVD-A1-I0-PRI	R1_T20_QVD_1	inhibitor	R1	T20	1	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_1.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A1-I0-PRI	R1_T20_QVD_dmso_1	inhibitor	R1	T20	1	0	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_1.tif	NA	NA	NA	NA
R1-T20-AZD8055_CTRL-A1-I1-PRI	R1_T20_AZD8055_dmso_1_0001	inhibitor	R1	T20	1	1	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_dmso_1_0001.tif	NA	NA	NA	NA
R1-T20-U0126-A1-I1-PRI	R1_T20_U0126_1_0001	inhibitor	R1	T20	1	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_1_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A1-I1-PRI	R1_T20_ZVAD_dmso_1_0001	inhibitor	R1	T20	1	1	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_1_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A1-I1-PRI	R1_T20_staurosporine_1_0001	inhibitor	R1	T20	1	1	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_1_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A1-I1-PRI	R1_T20_staurosporine_dmso_1_0001	inhibitor	R1	T20	1	1	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_1_0001.tif	NA	NA	NA	NA
R1-T20-QVD-A1-I1-PRI	R1_T20_QVD_1_0001	inhibitor	R1	T20	1	1	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_1_0001.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A1-I1-PRI	R1_T20_QVD_dmso_1_0001	inhibitor	R1	T20	1	1	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_1_0001.tif	NA	NA	NA	NA
R1-T20-QVD-A1-I2-PRI	R1_T20_QVD_1_0002	inhibitor	R1	T20	1	2	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_1_0002.tif	NA	NA	NA	NA
R1-T20-AZD8055-A1-I3-PRI	R1_T20_AZD8055_1_0003	inhibitor	R1	T20	1	3	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_1_0003.tif	NA	NA	NA	NA
R1-T20-U0126-A10-I0-PRI	R1_T20_U0126_10	inhibitor	R1	T20	10	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_10.tif	NA	NA	NA	NA
R1-T20-ZVAD-A10-I0-PRI	R1_T20_ZVAD_10	inhibitor	R1	T20	10	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_10.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A10-I0-PRI	R1_T20_ZVAD_dmso_10	inhibitor	R1	T20	10	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_10.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A10-I0-PRI	R1_T20_staurosporine_dmso_10	inhibitor	R1	T20	10	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_10.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A10-I0-PRI	R1_T20_QVD_dmso_10	inhibitor	R1	T20	10	0	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_10.tif	NA	NA	NA	NA
R1-T20-AZD8055-A10-I1-PRI	R1_T20_AZD8055_10_0001	inhibitor	R1	T20	10	1	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_10_0001.tif	NA	NA	NA	NA
R1-T20-U0126-A10-I1-PRI	R1_T20_U0126_10_0001	inhibitor	R1	T20	10	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_10_0001.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A10-I1-PRI	R1_T20_U0126_dmso_10_0001	inhibitor	R1	T20	10	1	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_10_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A10-I1-PRI	R1_T20_ZVAD_dmso_10_0001	inhibitor	R1	T20	10	1	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_10_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A10-I1-PRI	R1_T20_staurosporine_dmso_10_0001	inhibitor	R1	T20	10	1	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_10_0001.tif	NA	NA	NA	NA
R1-T20-QVD-A10-I1-PRI	R1_T20_QVD_10_0001	inhibitor	R1	T20	10	1	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_10_0001.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A10-I1-PRI	R1_T20_QVD_dmso_10_0001	inhibitor	R1	T20	10	1	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_10_0001.tif	NA	NA	NA	NA
R1-T20-AZD8055-A10-I2-PRI	R1_T20_AZD8055_10_0002	inhibitor	R1	T20	10	2	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_10_0002.tif	NA	NA	NA	NA
R1-T20-AZD8055-A11-I0-PRI	R1_T20_AZD8055_11	inhibitor	R1	T20	11	0	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_11.tif	NA	NA	NA	NA
R1-T20-U0126-A11-I0-PRI	R1_T20_U0126_11	inhibitor	R1	T20	11	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_11.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A11-I0-PRI	R1_T20_U0126_dmso_11	inhibitor	R1	T20	11	0	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_11.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A11-I0-PRI	R1_T20_staurosporine_dmso_11	inhibitor	R1	T20	11	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_11.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A11-I0-PRI	R1_T20_QVD_dmso_11	inhibitor	R1	T20	11	0	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_11.tif	NA	NA	NA	NA
R1-T20-AZD8055-A11-I1-PRI	R1_T20_AZD8055_11_0001	inhibitor	R1	T20	11	1	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_11_0001.tif	NA	NA	NA	NA
R1-T20-AZD8055_CTRL-A11-I1-PRI	R1_T20_AZD8055_dmso_11_0001	inhibitor	R1	T20	11	1	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_dmso_11_0001.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A11-I1-PRI	R1_T20_U0126_dmso_11_0001	inhibitor	R1	T20	11	1	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_11_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A11-I1-PRI	R1_T20_ZVAD_dmso_11_0001	inhibitor	R1	T20	11	1	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_11_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A11-I1-PRI	R1_T20_staurosporine_dmso_11_0001	inhibitor	R1	T20	11	1	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_11_0001.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A11-I1-PRI	R1_T20_QVD_dmso_11_0001	inhibitor	R1	T20	11	1	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_11_0001.tif	NA	NA	NA	NA
R1-T20-AZD8055-A12-I0-PRI	R1_T20_AZD8055_12	inhibitor	R1	T20	12	0	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_12.tif	NA	NA	NA	NA
R1-T20-ZVAD-A12-I0-PRI	R1_T20_ZVAD_12	inhibitor	R1	T20	12	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_12.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A12-I0-PRI	R1_T20_ZVAD_dmso_12	inhibitor	R1	T20	12	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_12.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A12-I0-PRI	R1_T20_staurosporine_dmso_12	inhibitor	R1	T20	12	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_12.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A12-I0-PRI	R1_T20_QVD_dmso_12	inhibitor	R1	T20	12	0	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_12.tif	NA	NA	NA	NA
R1-T20-AZD8055-A12-I1-PRI	R1_T20_AZD8055_12_0001	inhibitor	R1	T20	12	1	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_12_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD-A12-I1-PRI	R1_T20_ZVAD_12_0001	inhibitor	R1	T20	12	1	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_12_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A12-I1-PRI	R1_T20_ZVAD_dmso_12_0001	inhibitor	R1	T20	12	1	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_12_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A12-I1-PRI	R1_T20_staurosporine_dmso_12_0001	inhibitor	R1	T20	12	1	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_12_0001.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A12-I1-PRI	R1_T20_QVD_dmso_12_0001	inhibitor	R1	T20	12	1	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_12_0001.tif	NA	NA	NA	NA
R1-T20-AZD8055-A2-I0-PRI	R1_T20_AZD8055_2	inhibitor	R1	T20	2	0	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_2.tif	NA	NA	NA	NA
R1-T20-AZD8055_CTRL-A2-I0-PRI	R1_T20_AZD8055_dmso_2	inhibitor	R1	T20	2	0	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_dmso_2.tif	NA	NA	NA	NA
R1-T20-U0126-A2-I0-PRI	R1_T20_U0126_2	inhibitor	R1	T20	2	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_2.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A2-I0-PRI	R1_T20_U0126_dmso_2	inhibitor	R1	T20	2	0	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_2.tif	NA	NA	NA	NA
R1-T20-ZVAD-A2-I0-PRI	R1_T20_ZVAD_2	inhibitor	R1	T20	2	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_2.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A2-I0-PRI	R1_T20_ZVAD_dmso_2	inhibitor	R1	T20	2	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_2.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A2-I0-PRI	R1_T20_staurosporine_2	inhibitor	R1	T20	2	0	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_2.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A2-I0-PRI	R1_T20_staurosporine_dmso_2	inhibitor	R1	T20	2	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_2.tif	NA	NA	NA	NA
R1-T20-QVD-A2-I0-PRI	R1_T20_QVD_2	inhibitor	R1	T20	2	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_2.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A2-I0-PRI	R1_T20_QVD_dmso_2	inhibitor	R1	T20	2	0	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_2.tif	NA	NA	NA	NA
R1-T20-AZD8055-A2-I1-PRI	R1_T20_AZD8055_2_0001	inhibitor	R1	T20	2	1	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_2_0001.tif	NA	NA	NA	NA
R1-T20-AZD8055_CTRL-A2-I1-PRI	R1_T20_AZD8055_dmso_2_0001	inhibitor	R1	T20	2	1	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_dmso_2_0001.tif	NA	NA	NA	NA
R1-T20-U0126-A2-I1-PRI	R1_T20_U0126_2_0001	inhibitor	R1	T20	2	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_2_0001.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A2-I1-PRI	R1_T20_U0126_dmso_2_0001	inhibitor	R1	T20	2	1	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_2_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD-A2-I1-PRI	R1_T20_ZVAD_2_0001	inhibitor	R1	T20	2	1	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_2_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A2-I1-PRI	R1_T20_ZVAD_dmso_2_0001	inhibitor	R1	T20	2	1	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_2_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A2-I1-PRI	R1_T20_staurosporine_2_0001	inhibitor	R1	T20	2	1	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_2_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A2-I1-PRI	R1_T20_staurosporine_dmso_2_0001	inhibitor	R1	T20	2	1	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_2_0001.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A2-I1-PRI	R1_T20_QVD_dmso_2_0001	inhibitor	R1	T20	2	1	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_2_0001.tif	NA	NA	NA	NA
R1-T20-U0126-A2-I2-PRI	R1_T20_U0126_2_0002	inhibitor	R1	T20	2	2	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_2_0002.tif	NA	NA	NA	NA
R1-T20-AZD8055-A3-I0-PRI	R1_T20_AZD8055_3	inhibitor	R1	T20	3	0	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_3.tif	NA	NA	NA	NA
R1-T20-U0126-A3-I0-PRI	R1_T20_U0126_3	inhibitor	R1	T20	3	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_3.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A3-I0-PRI	R1_T20_U0126_dmso_3	inhibitor	R1	T20	3	0	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_3.tif	NA	NA	NA	NA
R1-T20-ZVAD-A3-I0-PRI	R1_T20_ZVAD_3	inhibitor	R1	T20	3	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_3.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A3-I0-PRI	R1_T20_ZVAD_dmso_3	inhibitor	R1	T20	3	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_3.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A3-I0-PRI	R1_T20_staurosporine_3	inhibitor	R1	T20	3	0	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_3.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A3-I0-PRI	R1_T20_staurosporine_dmso_3	inhibitor	R1	T20	3	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_3.tif	NA	NA	NA	NA
R1-T20-QVD-A3-I0-PRI	R1_T20_QVD_3	inhibitor	R1	T20	3	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_3.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A3-I0-PRI	R1_T20_QVD_dmso_3	inhibitor	R1	T20	3	0	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_3.tif	NA	NA	NA	NA
R1-T20-AZD8055-A3-I1-PRI	R1_T20_AZD8055_3_0001	inhibitor	R1	T20	3	1	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_3_0001.tif	NA	NA	NA	NA
R1-T20-U0126-A3-I1-PRI	R1_T20_U0126_3_0001	inhibitor	R1	T20	3	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_3_0001.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A3-I1-PRI	R1_T20_U0126_dmso_3_0001	inhibitor	R1	T20	3	1	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_3_0001.tif	NA	NA	NA	NA
